Code5,Hospital Code,STATE
PHV,Deer Lodge Medical Center,MT
PHW,Pathway Treatment Center,MT
PHX,Presence Saint Joseph Med Ctr,IL
PHY,Prentice Womens Hospital,IL
PHZ,Provident Hospital Of Cook Cny,IL
PIA,Pontiac Correctional Center,IL
PIB,Presence Covenant Medical Ctr,IL
PIC,Paris Community Hospital,IL
PID,Parkland Health Center,MO
PIE,Poplar Bluff Regional Med Ctr,MO
PIF,Pershing Memorial Hospital,MO
PIG,Pathways Behavioral Health,MO
PIH,Phelps County Reg Med Ctr,MO
PII,Prairie View Inc,KS
PIJ,Parsons State Hosp & Traing Ctr,KS
PIK,Phillips County Hospital,KS
PIL,PHS Indian Hospital,NE
PIM,Pawnee County Memorial Hospital,NE
PIN,Alegent Creighton Plainvw Hosp,NE
PIO,Phelps Memorial Health Center,NE
PIQ,Prevost Memorial Hospital,LA
PIR,Physicians Medical Center,LA
PIS,Promise Hospital Of Louisiana,LA
PIT,Promise Hospital Of Miss Lou,LA
PIU,Pinecrest Supports & Services,LA
PIW,Pinnacle Pointe Hospital,AR
PIX,Pauls Valley General Hospital,OK
PIY,Purcell Municipal Hospital,OK
PIZ,Community Hospital,OK
PJA,Pawhuska Hospital Inc,OK
PJC,Parkside Psychiatric Hosp/Clin,OK
PJD,Pushmataha Hospital & Home Hlth,OK
PJE,Prague Community Hospital,OK
PJF,Plano Specialty Hospital,TX
PJG,Texas Health Presbyterian Hosp,TX
PJH,Texas Health Presby Hosp Kaufmn,TX
PJI,Texas Health Prsbytrn Hosp Dlls,TX
PJJ,Hunt Regional Medical Center,TX
PJK,Hunt Regional Community Hosp,TX
PJL,Paris Regional Medical Center,TX
PJM,Mother Francis Hosp Winnsboro,TX
PJO,Palestine Regional Rehab Hosp,TX
PJP,Texas Health Prsbytn Hosp Dentn,TX
PJQ,Parkview Regional Hospital,TX
PJR,Providence Health Center,TX
PJS,Plaza Specialty Hospital,TX
PJT,Palacios Community Medical Ctr,TX
PJU,Plains Memorial Hospital,TX
PJV,Parmer Medical Center,TX
PJW,Pampa Regional Medical Center,TX
PJX,Parkview Hospital,TX
PJY,Panhandle Surgical Hospital,TX
PJZ,Pecos County Memorial Hospital,TX
PKA,Iraan General Hospital,TX
PKB,Penrose Saint Francis Hlth Svs,CO
PKE,Pioneers Medical Center,CO
PKF,Powell Valley Health Care,WY
PKH,Pioneer Valley Hospital,UT
PKJ,Paradise Valley Hospital,AZ
PKL,Parker Indian Health Center,AZ
PKM,Palo Verde Behavioral Health,AZ
PKN,Sante Fe Indian Hospital,NM
PKO,Peak Hospital,NM
PKP,Plains Regional Medical Center,NM
PKQ,Pershing General Hospital,NV
PKR,Pacific Alliance Medical Center,CA
PKS,Promise Hospital East Los Angls,CA
PKT,Pacifica Hospital Of The Valley,CA
PKU,Palomar Health Downtwn Hospital,CA
PKV,Palo Verde Hospital,CA
PKW,Patton State Hospital,CA
PKX,Parkview Community Hosp Med Ctr,CA
PKY,Placentia Linda Hospital,CA
PKZ,Pacific Shores Hospital,CA
PLA,Psychiatric Health Facility,CA
PLB,Porterville Developmental Ctr,CA
PLC,Petaluma Valley Hospital,CA
PLD,Santa Clara Vlly Hlth Hosp Sys,CA
PLF,Patients' Hospital Of Redding,CA
PLI,Providence Newberg Med Ctr,OR
PLJ,Providence Seaside Hospital,OR
PLK,Providence St Vincent Med Ctr,OR
PLL,Psychiatric Medicine Center,OR
PLM,Parkland Memorial Hospital,TX
PLN,Providence Medford Medical Ctr,OR
PLO,Pioneer Memorial Hospital,OR
PLP,Pioneer Memorial Hospital,OR
PLQ,Providence Reg Med Ctr Evrtt,WA
PLR,Providence Reg Med Ctr Evrtt,WA
PLT,Providence St Peter Hospital,WA
PLU,Plumas District Hospital,CA
PLV,Progressive Hospital,NV
PLW,Novant Health Huntrsvll Med Ctr,NC
PLX,Provo Canyon Behavioral,UT
PLY,Vibra Hosp Wstrn Mass Ctrl Cmps,MA
PLZ,Pine Creek Medical Center,TX
PNS,Pana Community Hospital,IL
POH,Mclaren Oakland,MI
POR,Portage Health,MI
POS,Schuylkill Med Ctr S Jackson St,PA
PPG,Palo Pinto General Hospital,TX
PPP,Parkland Health Center Bnne Ter,MO
PPQ,Providence Alaska Medical Ctr,AK
PRC,Pine Rest Christian Mental Hlth,MI
PRD,Portneuf Medical Center,ID
PRL,Peninsula Regional Medical Ctr,MD
PRN,Park Ridge Health,NC
PRS,Presbyterian Hospital,NM
PRY,Presbyterian Kaseman Hospital,NM
PSL,RMHC Prsby St Lks Mdcl Cntr,CO
PTT,Vidant Medical Center,NC
PTW,Pottstown Memorial Medical Ctr,PA
PUT,Putnam County Hospital,IN
PV1,Pearl River Cty Hosp/Nursg Hosp,MS
PVH,Pomona Valley Hospital Med Ctr,CA
PVP,Providence Hospital,MI
PXC,Phoenix Children's Hospital,AZ
QAB,Queen Of The Valley Medical Ctr,CA
QAC,Quincy Valley Medical Center,WA
QAD,Quigley Memorial LTC Center,MA
QAF,NYC Chldrns Ctr Qns Cmps,NY
QAG,James H & Cecilia C Qlln Rehab,TN
QAH,Quitman County Hospital LLC,MS
QAI,Mayo Clinic Health Sys-Nw Prage,MN
QAJ,Quentin Burdick Mem Hlth Cr,ND
QCY,Quincy Medical Center,MA
QMC,Queens Medical Center,HI
RA1,Rockville General Hospital,CT
RA3,Raritan Bay Med Ctr Ol Brdg Div,NJ
RA4,River Parishes Hospital,LA
RA5,Vidant Roanoke Chowan Hospital,NC
RA6,Carilion Clin Roanoke Mem Hosp,VA
RA7,Reynolds Memorial Hospital,WV
RA8,Faith Regional Health Svs-E,NE
RA9,Sentara RMH Med Ctr,VA
RAA,UH Rainbow Babies & Chldrn Hosp,OH
RAB,Baptist Health Madisonville,KY
RAE,Russell County Medical Center,VA
RAF,Red Bay Hospital,AL
RAG,Ringgold County Hospital,IA
RAI,Novant Health Rowan Med Ctr,NC
RAJ,Rockford Memorial Hospital,IL
RAK,Redwood Memorial Hospital,CA
RAL,River Region Medical Ctr W Cmps,MS
RAM,Robert Wood Johnson Univ Hosp,NJ
RAN,Spaulding Rehabilitation Hosp,MA
RAP,Russell Medical Center,AL
RAQ,Rush University Medical Center,IL
RAR,Regional One Health,TN
RAT,Riverview Regional Medical Ctr,AL
RAU,Riverview Medical Center,NJ
RAV,Methodist Richardson Med Ctr,TX
RAW,Roane General Hospital,WV
RAY,Rock County Hospital,NE
RAZ,Riverwood Healthcare Center,MN
RB1,Riverside Walter Reed Hospital,VA
RB2,Regional Medical Center Bynt Pt,FL
RB3,Rutherford Regional Medical Ctr,NC
RB4,Riverside County Reg Med Ctr,CA
RB5,Rochelle Community Hospital,IL
RB6,Rio Grande Regional Hospital,TX
RB7,Red Bud Regional Hospital,IL
RB8,Roane Medical Center,TN
RB9,Saint Helena Hospital Clearlake,CA
RBA,Rome Memorial Hospital,NY
RBB,Rockefeller University Hospital,NY
RBD,Duke Raleigh Hospital,NC
RBE,Rush Foundation Hospital,MS
RBF,Randolph Hospital,NC
RBG,Rex Hospital,NC
RBI,Rush Oak Park Hospital,IL
RBJ,Ruby Valley Hospital,MT
RBK,Roundup Memorial Healthcare,MT
RBL,Renville County Hospital & Clin,MN
RBM,Ray County Memorial Hospital,MO
RBN,Redington Fairview General Hosp,ME
RBO,Riverside Medical Center,LA
RBP,Refugio Memorial Hospital,TX
RBQ,Rice Medical Center,TX
RBR,Little River Healthcare,TX
RBS,Roseland Community Hospital,IL
RBT,Bon Secours Richmond Comm Hosp,VA
RBU,Russell Regional Hospital,KS
RBV,Rose Medical Center,CO
RBX,Riverview Hospital Association,WI
RBY,Royal Oaks Hospital,MO
RBZ,Riverside Tappahannock Hospital,VA
RCB,Mount Sinai St Luke's Hospital,NY
RCD,Rio Grande Hospital,CO
RCE,Rangely District Hospital,CO
RCF,Redmond Regional Medical Center,GA
RCH,Riverland Medical Center,LA
RCI,Riverview Health,MN
RCJ,Rehab Institute Of Michigan,MI
RCK,Belton Regional Medical Center,MO
RCL,Regional Medical Center,IA
RCP,Rumford Hospital,ME
RCQ,Asante Rogue Regional Med Ctr,OR
RCR,Rapid City Regional Hospital,SD
RCS,Rush Memorial Hospital,IN
RCT,Riverside Medical Center,WI
RCU,Rolling Plains Memorial Hosp,TX
RCV,Rhode Island Hospital,RI
RCW,Rappahannock General Hospital,VA
RCX,River Falls Area Hospital,WI
RDB,Rehabilitation Hospital Of RI,RI
RDC,Riverview Psychiatric Center,ME
RDE,Mount Sinai Rehabilitation Hosp,CT
RDF,Albert J Solnt Chldn Ctr S Cmps,CT
RDG,Ridgeview Medical Center,MN
RDH,The Richland Hospital Inc,WI
RDI,Robert Wood Johnson Univ Hosp,NJ
RDJ,Runnells Specialized Hospital,NJ
RDK,Roosevelt Care Center,NJ
RDL,Raritan Bay Medical Center,NJ
RDM,Robert Wood Johnson Univ Hosp,NJ
RDO,Rockland Children's Psychiatric,NY
RDP,Rockland Psychiatric Center,NY
RDS,River Hospital,NY
RDT,Riverview Correctional Facility,NY
RDU,Rochester Psychiatric Center,NY
RDW,Robert Packer Hospital,PA
RDX,Riddle Hospital,PA
RDY,Roxborough Memorial Hospital,PA
RDZ,Rockford Center,DE
REA,Cadia Rehabilitation,DE
REB,Rehoboth-Mckinley Christn Hlth,NM
RED,Reston Hospital Center,VA
REF,RICA Baltimore,MD
REG,Regions Hospital,MN
REH,Riverside Rehabilitation Inst,VA
REI,Riverside Behavioral Health Ctr,VA
REJ,Pioneer Community Hospital Ptrk,VA
REK,River Park Hospital,WV
REL,Raleigh General Hospital,WV
REM,West Virginia Ruby Mem Hosp,WV
REN,Roper Hospital,SC
REO,Ralph H Johnson VA Med Ctr,SC
REP,Roger C Peace Rehabilitation,SC
REQ,Rockdale Medical Center,GA
RER,Ridgeview Institute,GA
RES,Mountain Lakes Medical Center,GA
RET,Presence Resurrctn Med Ctr,IL
REU,Roosevelt Warm Springs Inst Rhb,GA
REV,Reception & Medical Center,FL
REW,Rehabilitation Institute W FL,FL
REX,Regency Medical Center,FL
REY,Riverside Behavioral Center,FL
REZ,Raulerson Hospital,FL
RFC,Russellville Hospital,AL
RFE,River Park Hospital,TN
RFF,Rhea Medical Center,TN
RFG,Ridgeview Psych Hosp/Ctr Inc,TN
RFH,Regional Hospital Of Jackson,TN
RFI,Crossgates River Oaks Hospital,MS
RFJ,River Region Medical Center,MS
RFK,Mississippi Hospital Restrtv Cr,MS
RFL,River Oaks Hospital,MS
RFM,Rockcastle Regional Hospital,KY
RFN,The Ridge Behavioral Health Sys,KY
RFO,Rivendell Behavioral Health Svs,KY
RFP,River Valley Behavrl Hlth Hosp,KY
RFQ,Russell County Hospital,KY
RFR,Richard L Roudebush VA Med Ctr,IN
RFS,Rehabilitation Hosp Of Indiana,IN
RFU,Rehabilitation Hospital Frt Wyn,IN
RFV,Reid Hospital & Hlthcr Svs Inc,IN
RFW,Richmond State Hospital,IN
RFY,Regional Health Svs Hwrd Cty,IA
RFZ,Rogers Memorial Hospital,WI
RGA,Rogers Memorial Hospital,WI
RGC,Reedsburg Area Medical Center,WI
RGD,North Alabama Regional Hospital,AL
RGE,Rusk County Memorial Hospital,WI
RGF,Regina Hospital - Allina Hlth,MN
RGG,Regency Hospital Of Minneapolis,MN
RGH,Rochester General Hospital,NY
RGI,Reading Hospital & Medical Ctr,PA
RGJ,Mayo Clin Hosp-Rochstr Methodst,MN
RGK,Rice Memorial Hospital,MN
RGL,Tuomey Regional Medical Center,SC
RGM,Redwood Area Hospital,MN
RGN,Lifecare Medical Center,MN
RGO,Royal C Johnson VA Med Ctr,SD
RGP,Community Memorial Hospital,SD
RGQ,Rosebud Indian Hlth Svs Hosp,SD
RGR,Regional Behavioral Health Ctr,SD
RGS,Rapid City Indian Hospital,SD
RGT,Richard P Stadter Psych Ctr,ND
RGV,Rimrock Foundation,MT
RGW,Roosevelt Medical Center,MT
RGX,Rosebud Health Care Center,MT
RGY,Rocky Mountain Treatment Center,MT
RGZ,Northshore Univ Hlth Sys Skkie,IL
RHA,Riveredge Hospital,IL
RHB,RML Specialty Hospital,IL
RHC,Rehabilitation Institute Chicgo,IL
RHD,Rosecrance Inc,IL
RHE,Richland Memorial Hospital,IL
RHF,Southeast Health Ctr Reynld Cty,MO
RHG,Ripley County Memorial Hospital,MO
RHI,Research Psychiatric Center,MO
RHJ,Rusk Rehabilitation Center,MO
RHK,Ransom Memorial Hospital,KS
RHL,Riley Hospital At CIUH,IN
RHN,Republic County Hospital,KS
RHO,Robert J Dole VA Medical Center,KS
RHP,Rush County Memorial Hospital,KS
RHQ,Rice County District Hospital,KS
RHR,Rooks County Health Center,KS
RHS,Rawlins County Health Center,KS
RHT,Richard H Young Hospital,NE
RHU,Regional West Medical Center,NE
RHW,River Oaks Hospital,LA
RHX,AMG Specialty Hospital,LA
RHY,Baton Rouge Rehabilitation Hosp,LA
RHZ,Richland Parish Hospital-Delhi,LA
RIA,Rapides Women's & Chldrn's Hosp,LA
RIB,Rivendell Behavioral Health Svs,AR
RIC,Richardson Medical Center,LA
RID,North Metro Medical Center,AR
RIE,Five Rivers Medical Center,AR
RIF,Red Rock Behavioral Health Svs,OK
RIG,Reynolds Army Community Hosp,OK
RIH,Roger Mills Memorial Hospital,OK
RII,Rolling Hills Hosp,OK
RIJ,Dallas Medical Center,TX
RIK,Rusk State Hospital,TX
RIL,Red River Hospital LLC,TX
RIN,Rollins Brook Community Hosp,TX
RIO,River Crest Hospital,TX
RIQ,Reagan Hospital District,TX
RIR,Riverside General Hospital,TX
RIT,Richmond State Supprtd Livg Ctr,TX
RIV,Rio Grande State Center,TX
RIW,St Davids Round Rock Med Ctr,TX
RIX,Reeves County Hospital District,TX
RIY,Rankin County Hospital District,TX
RJA,University Medical Center El Ps,TX
RJB,SageWest Healthcare Riverton,WY
RJC,Lovelace Rehabilitation Hosp,NM
RJD,Reno Veteran Affairs Med Ctr,NV
RJE,Rancho Los Amigos Nat Rehab Ctr,CA
RJF,Redgate Mem Recvry Ctr,CA
RJG,Redlands Community Hospital,CA
RJH,Riverside Community Hospital,CA
RJI,Rancho Springs Medical Center,CA
RJJ,Cottage Rehabilitation Hospital,CA
RJK,Ridgecrest Regional Hospital,CA
RJL,Rideout Memorial Hospital,CA
RJM,Rehabilitation Hospital Of Pcfc,HI
RJN,Rehab Institute Of Oregon,OR
RJO,VA Roseburg Healthcare,OR
RJP,Regional Hospital,WA
RJQ,Ranken Jordan Ped Speclty Hosp,MO
RJR,Rehabilitation Institute St Lou,MO
RJS,Roosevelt General Hospital,NM
RJT,Richard M Ross Heart Hospital,OH
RJU,Roxbury Treatment Center,PA
ROB,Robinson Memorial Hospital,OH
RON,Ripon Medical Center,WI
RRR,Rapides Regional Medical Center,LA
RRS,Riverside Regional Medical Ctr,VA
RSR,Research Medical Center,MO
RSW,Roswell Park Cancer Inst Hosp,NY
RUT,Rutland Regional Medical Center,VT
RVD,Riverside Medical Center,IL
RVH,Riverview Hospital,IN
RWM,Roger Williams Medical Center,RI
S01,Select Specialty Hospital,KS
S02,St Lukes Univ Hlth Netwrk Ander,PA
S03,Saint Lukes Hospital At Vintage,TX
S04,Sanford Children's Hospital,ND
S05,Soin Medical Center,OH
SA2,Salina Regional Health Center,KS
SA3,St Peter's Hospital,NY
SA4,Pioneer Community Hosp Of Scott,TN
SA5,Sidney Health Center,MT
SA7,Mercy Health Saint Marys,MI
SA8,Pawnee Valley Community Hosp,KS
SA9,Saint Vincent Hospital,PA
SAA,Acadia General Hospital,LA
SAE,Spaulding Rehabilitation Hosp,MA
SAF,Salinas Valley Memorial Hosp,CA
SAG,Sutter Hth Roseville Med Cntr,CA
SAI,Saint Alphonsus Reg Med Ctr,ID
SAJ,Saint Joseph's Regional Med Ctr,NJ
SAK,NSMC Salem Hospital,MA
SAL,Saint Agnes Hospital,MD
SAM,St Aloisius Medical Center,ND
SAN,UPMC Shadyside,PA
SAO,Sacred Heart Hospital,FL
SAP,South Central Regional Med Ctr,MS
SAQ,Sacred Heart Hospital,PA
SAR,Saint Mary's Regional Med Ctr,NV
SAS,Saint Anne's Hospital,MA
SAT,Saint Francis Hospital South,OK
SAU,Shriners Hospital For Children,WA
SAV,Southview Hospital,OH
SAW,Baylor Scott & White Mem Hosp,TX
SAX,St Alexius Medical Center,IL
SAY,Steele Memorial Medical Center,ID
SAZ,Ochsner Saint Anne Gen Hosp,LA
SB1,Saint Joseph's Hospital,FL
SB2,Franciscan St Margaret Hlth Dyr,IN
SB3,Santa Clara Valley Medical Ctr,CA
SB4,Saint Anthony Hlth Mich City,IN
SB5,Mcleod Medical Center-Dillon,SC
SB6,St Clair Hospital,PA
SB8,Saint Clare Hospital,WA
SB9,Samaritan Pacific Communities,OR
SBA,Providence Lttle Co Mry Recovry,CA
SBB,Saint Mary's Hospital & Clinics,ID
SBC,Mercy Hospital Cassville,MO
SBD,Summersville Regional Med Ctr,WV
SBE,St Mary's Medical Center,FL
SBG,Stamford Hospital,CT
SBI,St Mary's Medical Center,WV
SBJ,St Francis Health Center,KS
SBK,Wheaton Frncscn Hlthcr St Josph,WI
SBL,Saint Jude Medical Center,CA
SBM,Saint Bernards Medical Center,AR
SBN,Sistersville General Hospital,WV
SBP,St Nicholas Hospital,WI
SBQ,Franciscan Saint Anthony Hlth,IN
SBR,Stony Brook University Hospital,NY
SBS,Medwest Health Swain Cty Hosp,NC
SBT,Carondelet Saint Mary's Hosp,AZ
SBV,Wheaton Franciscan St Francis,WI
SBW,Sandhills Regional Medical Ctr,NC
SBX,Regional Medical Center Acdiana,LA
SBY,Yale New Haven St Raphael Cmpus,CT
SBZ,Stormont-Vail Reg Hlth Cntr,KS
SC1,Saint Vincent's Saint Clr Hosp,AL
SC2,Univ Marylnd St Jsph Med Ctr,MD
SC3,Stringfellow Memorial Hospital,AL
SC4,Christus Santa Rosa Chldrn Hosp,TX
SC5,Sells PHS Indian Hospital,AZ
SC6,Stonewall Memorial Hospital,TX
SC7,Saint Mark's Hospital,UT
SC8,Sabetha Community Hospital,KS
SC9,Saddleback Memorial Medical Ctr,CA
SCA,Samaritan North Lincoln Hosp,OR
SCC,University Hospital Of Brooklyn,NY
SCD,Cohen Children's Medical Center,NY
SCE,Saint Barnabas Medical Center,NJ
SCF,Stanford Hospital & Clinics,CA
SCG,Summit Oaks Hospital,NJ
SCH,Scheurer Hospital,MI
SCI,Sonora Regional Medical Center,CA
SCJ,Springfield Hospital,VT
SCK,St John's Episcopal Hospital,NY
SCL,Franciscan St Elizth Hlth Crwfd,IN
SCM,Saint John Hospital & Med Ctr,MI
SCN,Sutter Tracy Community Hospital,CA
SCO,Providence Sacred Heart Med Ctr,WA
SCP,Saint Helena Hospital,CA
SCQ,San Luis Valley Health,CO
SCR,Saint Patrick Hospital,MT
SCS,Carilion Stonewall Jackson Hosp,VA
SCU,Dignity Health St Jsphs Med Ctr,CA
SCV,Southeast Alabama Medical Ctr,AL
SCW,San Gabriel Valley Medical Ctr,CA
SCX,Saint Anthony Hospital,OK
SCZ,San Joaquin General Hospital,CA
SD1,Southwest Mississippi Reg Med,MS
SD2,Scripps Green Hospital,CA
SD3,Sparta Community Hospital,IL
SD4,Saint Francis Medical Center,CA
SD5,Southampton Hospital,NY
SD6,Saint Francis Medical Center,NE
SD7,Avera St Anthony's Hospital,NE
SD8,Story County Medical Center,IA
SD9,Spencer Municipal Hospital,IA
SDA,Hoboken University Medical Ctr,NJ
SDB,Saint Catherine Hospital,KS
SDC,Skiff Medical Center,IA
SDD,Sitka Community Hospital,AK
SDE,Star Valley Medical Center,WY
SDF,Scotland County Hospital,MO
SDG,Saint Mary's Regional Med Ctr,ME
SDH,South County Hosp Hlthcre Sys,RI
SDI,Cox Medical Center Branson,MO
SDJ,Mercy Hospital Northwst Arknsas,AR
SDK,Southeast Hospital,MO
SDL,Saint Louis Children's Hospital,MO
SDN,Saint Louis University Hospital,MO
SDP,Southern New Hampshire Med Ctr,NH
SDQ,Santa Rosa Medical Center,FL
SDR,Saint Michael's Medical Center,NJ
SDT,St Rita's Medical Center,OH
SDW,St Joseph's Hospital/Health Ctr,ND
SDX,Sheppard Pratt Ellicott City,MD
SDY,Saint Francis Memorial Hospital,NE
SE1,Shore Medical Center,NJ
SE2,RWJ University Hosp Somerset,NJ
SE3,Shenandoah Memorial Hospital,VA
SE4,Saint Joseph Regional Hlth Ctr,TX
SE5,Swedish American Health System,IL
SE6,Sierra Vista Hospital,NM
SE7,Socorro General Hospital,NM
SE8,Cherokee Regional Medical Ctr,IA
SE9,Southeastern Regional Med Ctr,NC
SEA,Stewart Memorial Community Hosp,IA
SEB,Saint Vincent General Hospital,CO
SEC,Saint Vincent Infirmary Med Ctr,AR
SED,Sunnyside Community Hospital,WA
SEE,Mercy St Charles Hospital,OH
SEF,Saint Luke's Hospital,MN
SEG,St Vincent's Medical Center,FL
SEH,Saint Clare's Hospital Boonton,NJ
SEI,Skagit Valley Hospital,WA
SEJ,Sioux Center Health,IA
SEK,Regional Medical Center Sn Jse,CA
SEL,Silverton Hospital,OR
SEM,St Elizabeth Health Center,OH
SEN,Exempla Saint Joseph Hospital,CO
SEO,Shriners Hospitals For Children,SC
SEP,Southside Hospital,NY
SEQ,South Lyon Medical Center,NV
SER,South Lincoln Medical Center,WY
SET,Saint Elizabeth's Medical Ctr,MA
SEU,St Joseph Regional Med Ctr,ID
SEW,Saratoga Hospital,NY
SEX,Sevier Medical Center,UT
SEY,Phoebe Sumter Medical Center,GA
SEZ,Saint Peters University Hosp,NJ
SF1,Providence Saint Mary Med Ctr,WA
SF2,Optim Medical Center Screven,GA
SF3,Salem Regional Medical Center,OH
SF4,Southern Tennessee Reg Hlth Sys,TN
SF5,Spring View Hospital,KY
SF6,St Anthony Regional Hospital,IA
SF7,Schoolcraft Memorial Hospital,MI
SF8,Children's Hlthcr Atlnta Scttsh,GA
SF9,Saint Rose Hospital,CA
SFB,Saint Mary Medical Center,IN
SFC,San Francisco Gen Hosp Med Ctr,CA
SFD,Baptist Health Med Ctr-Stuttgrt,AR
SFE,Camden Clark Med Ctr St Josph,WV
SFF,Stonewall Jackson Memorial Hosp,WV
SFG,Franciscan Saint Francis Health,IN
SFI,Summers County ARH Hospital,WV
SFJ,Schuyler Hospital,NY
SFK,Samaritan Medical Center,NY
SFL,Saint Francis Hosp & Med Ctr,CT
SFM,Saint Francis Hospital,NY
SFO,Sisters Of Charity Hospital,NY
SFP,Richmond University Medical Ctr,NY
SFQ,Heritage Valley Sewickley,PA
SFR,Saint John's Hospital,IL
SFS,Santa Barbara Cottage Hospital,CA
SFT,Saint Claire Regional Med Ctr,KY
SFU,Sierra Vista Regional Med Ctr,CA
SFV,Ochsner Med Center Baton Rouge,LA
SFW,St Agnes Medical Center,CA
SFX,Sweetwater Hospital Association,TN
SFY,Ministry Sacred Heart Hospital,WI
SFZ,Adventist Medical Center Reedly,CA
SG1,Sharon Regional Health System,PA
SG2,Slidell Memorial Hospital,LA
SG3,Spectrum Health Blodgett Campus,MI
SG5,Adventist Medical Center-Selma,CA
SG6,St Luke's Jerome,ID
SG7,VA Puget Sound Hlthcr Sttle Div,WA
SG8,San Mateo Medical Center,CA
SG9,Southwest General Hospital,TX
SGA,Spanish Peaks Regional Hlth Ctr,CO
SGB,Shriners Hospital For Children,IL
SGD,Mayo Clinic Health Sys St Jms,MN
SGE,Sturdy Memorial Hospital,MA
SGF,Stephens Memorial Hospital,ME
SGG,Southwestern Medical Center,OK
SGH,Saint John's Pleasant Vlly Hosp,CA
SGI,Largo Medical Center,FL
SGJ,Sac-Osage Hospital,MO
SGK,Samaritan Memorial Hospital,MO
SGL,Sullivan County Memorial Hosp,MO
SGM,Southwest Georgia Reg Med Ctr,GA
SGN,Sayre Memorial Hospital,OK
SGO,Sinai Grace Hospital,MI
SGP,Stroud Regional Medical Center,OK
SGQ,St Elizabeth Regional Med Ctr,NE
SGR,Satanta District Hospital,KS
SGS,Good Samaritan Reg Hlth Ctr,IL
SGT,San Angelo Community Med Ctr,TX
SGU,Saint Cloud Hospital,MN
SGV,Ridgeview Sibley Medical Center,MN
SGX,Montefiore New Rochelle Hosp,NY
SGY,St Elizabeth Healthcare Edgewd,KY
SGZ,Saint Mary's Of Michign Med Ctr,MI
SH1,Saint Anthony Community Hosp,NY
SH2,Southwest Health Center,WI
SH3,Stevens Community Medical Ctr,MN
SH4,South Sunflower County Hospital,MS
SH5,St Vincent Anderson Reg Hosp,IN
SH6,Cal Pacfc Med Ctr St Luks Cmps,CA
SH8,Presence Saint Francis Hospital,IL
SH9,Healthsouth Lakeshore Rehab,AL
SHA,Sharp Coronado Hosp Hlthcre Cnt,CA
SHB,Sutter Coast Hospital,CA
SHC,Saint Anthony's Mem Hosp,IL
SHD,Sutter Solano Medical Center,CA
SHE,Sheridan Community Hospital,MI
SHF,Sutter Auburn Faith Hospital,CA
SHG,Sutter Davis Hospital,CA
SHH,Sutter Delta Medical Center,CA
SHI,Sutter Lakeside Hospital,CA
SHK,Baylor St Luke's Medical Center,TX
SHL,Upstate University Hospital,NY
SHM,Shamrock General Hospital,TX
SHN,Shands Live Oak Regnl Med Ctr,FL
SHO,Tempe St Luke's Hospital,AZ
SHP,Salem Hospital,OR
SHQ,Sutter General Hospital,CA
SHR,Shriners Hospital For Children,CA
SHS,St Luke's Hospital,ND
SHT,Saint David's Medical Center,TX
SHU,Stephens Memorial Hospital Dis,TX
SHV,South Hampton Memorial Hospital,VA
SHW,Southeastern Ohio Reg Med Ctr,OH
SHX,Suburban Hospital,MD
SHY,Shriners Hospitals For Children,FL
SHZ,St Vincent Charity Medical Ctr,OH
SI1,Silver Cross Hospital,IL
SI2,Saint Elizabeth Hospital,WI
SI4,UPMC St Margaret,PA
SI8,South Baldwin Regional Med Ctr,AL
SI9,St Luke's Hospital,PA
SIA,Sheltering Arms Rehabilitation,VA
SIB,Sibley Memorial Hospital,DC
SIC,Shawnee Mission Medical Ctr Inc,KS
SID,St Vincent Medical Center,CA
SIE,Saint Charles Bend,OR
SIF,South Haven Health System,MI
SIG,Seymour Hospital,TX
SIH,Geisinger-Shamokin Area Comm,PA
SII,Saint Elizabeth Healthcare,KY
SIK,Saint Francis Hospital,DE
SIM,Southwestern Vermont Med Ctr,VT
SIN,Sinai Hospital Of Baltimore,MD
SIO,Smyth County Community Hospital,VA
SIP,Savoy Medical Center,LA
SIQ,Shannon Medical Center,TX
SIR,Mercy Hospital Joplin,MO
SIS,Stone County Medical Center,AR
SIT,Saint Elizabeth Medical Center,NY
SIU,Staten Island Univ Hosp-North,NY
SIV,Blue Ridge Regional Hospital,NC
SIW,Saint Michael's Hospital Avera,SD
SIX,St Paul University Hospital,TX
SIY,Sherman Oaks Hospital,CA
SJ1,South Miami Hospital,FL
SJ2,Springbrook Hospital,FL
SJ3,St Anthony's Hospital,FL
SJ4,Sacred Heart Hosp Emerald Coast,FL
SJ5,Emory Saint Josephs Hospital,GA
SJ6,Saint Joseph's Hospital,GA
SJ7,Saint Joseph Medical Center,MO
SJ8,St Joseph Mission Hosp Lguna,CA
SJ9,San Leandro Hospital,CA
SJA,Sedgwick County Hospital,CO
SJB,Saint Jude Childrens Rsrch Hosp,TN
SJC,St Joseph Hospital,IN
SJD,St John River District Hospital,MI
SJE,Southeast Colorado Hospital,CO
SJF,St Mary's Hospital,CO
SJG,Saint Anthony Hospital,CO
SJH,Saint Joseph Mercy Ann Arbor,MI
SJI,St James Mercy Hospital,NY
SJJ,Sisters Of Charity Hosp St Jsph,NY
SJK,U Of F Health Shands Hospital,FL
SJL,Saint Joseph's Hospital,MN
SJM,Peacehealth St John Medical Ctr,WA
SJN,St Joseph Hospital,CA
SJP,Saint Joseph's Hospital,IL
SJU,St Elizabeth Hlthcare Ft Thomas,KY
